0 <= x < 30; y0 = 61.0000 + 0.6333x; linear_interpolation
27960 <= x < 27990; y932 = -0.0001 + -0.0042x + 0.4833x^2 + 80.0000x^3; cubic_spline_interpolation
27990 <= x < 28020; y933 = 0.0001 + -0.0133x + 0.0417x^2 + 88.0000x^3; cubic_spline_interpolation
28020 <= x < 28050; y934 = 0.0002 + -0.0042x + -0.5083x^2 + 80.0000x^3; cubic_spline_interpolation
28050 <= x < 28080; y935 = -0.0001 + 0.0158x + -0.1833x^2 + 67.0000x^3; cubic_spline_interpolation
28080 <= x < 28110; y936 = -0.0003 + 0.0067x + 0.5667x^2 + 73.0000x^3; cubic_spline_interpolation
28110 <= x < 28140; y937 = 0.0005 + -0.0233x + -0.2250x^2 + 87.0000x^3; cubic_spline_interpolation
28140 <= x < 28170; y938 = -0.0004 + 0.0225x + 0.1417x^2 + 73.0000x^3; cubic_spline_interpolation
28170 <= x < 28200; y939 = 0.0001 + -0.0158x + 0.1667x^2 + 86.0000x^3; cubic_spline_interpolation
28200 <= x < 28230; y940 = 0.0003 + -0.0050x + -0.4833x^2 + 80.0000x^3; cubic_spline_interpolation
28230 <= x < 28260; y941 = -0.0002 + 0.0183x + -0.0167x^2 + 68.0000x^3; cubic_spline_interpolation
28260 <= x < 28290; y942 = -0.0001 + -0.0017x + 0.4417x^2 + 78.0000x^3; cubic_spline_interpolation
28290 <= x < 28320; y943 = 0.0003 + -0.0142x + -0.1667x^2 + 86.0000x^3; cubic_spline_interpolation
28320 <= x < 28350; y944 = -0.0004 + 0.0150x + 0.1667x^2 + 77.0000x^3; cubic_spline_interpolation
28350 <= x < 28380; y945 = 0.0002 + -0.0167x + -0.0417x^2 + 86.0000x^3; cubic_spline_interpolation
28380 <= x < 28410; y946 = 0.0002 + 0.0008x + -0.5333x^2 + 75.0000x^3; cubic_spline_interpolation
28410 <= x < 28440; y947 = -0.0002 + 0.0183x + 0.0417x^2 + 65.0000x^3; cubic_spline_interpolation
28440 <= x < 28470; y948 = -0.0003 + -0.0008x + 0.6250x^2 + 77.0000x^3; cubic_spline_interpolation
28470 <= x < 28500; y949 = 0.0004 + -0.0242x + -0.2500x^2 + 88.0000x^3; cubic_spline_interpolation
28500 <= x < 28530; y950 = 0.0000 + 0.0133x + -0.5000x^2 + 70.0000x^3; cubic_spline_interpolation
28530 <= x < 28560; y951 = -0.0004 + 0.0167x + 0.4250x^2 + 68.0000x^3; cubic_spline_interpolation
28560 <= x < 28590; y952 = 0.0002 + -0.0158x + 0.2500x^2 + 86.0000x^3; cubic_spline_interpolation
28590 <= x < 28620; y953 = -0.0003 + 0.0033x + 0.2250x^2 + 85.0000x^3; cubic_spline_interpolation
28620 <= x < 28650; y954 = 0.0006 + -0.0192x + -0.6083x^2 + 88.0000x^3; cubic_spline_interpolation
28650 <= x < 28680; y955 = -0.0007 + 0.0325x + 0.3000x^2 + 68.0000x^3; cubic_spline_interpolation
28680 <= x < 28710; y956 = 0.0005 + -0.0317x + -0.1500x^2 + 87.0000x^3; cubic_spline_interpolation
28710 <= x < 28740; y957 = -0.0002 + 0.0150x + -0.3417x^2 + 68.0000x^3; cubic_spline_interpolation
28740 <= x < 28770; y958 = 0.0002 + 0.0008x + -0.1750x^2 + 67.0000x^3; cubic_spline_interpolation
28770 <= x < 28800; y959 = -0.0003 + 0.0158x + 0.4667x^2 + 67.0000x^3; cubic_spline_interpolation
28800 <= x < 28830; y960 = -0.0000 + -0.0150x + 0.5083x^2 + 86.0000x^3; cubic_spline_interpolation
28830 <= x < 28860; y961 = 0.0004 + -0.0175x + -0.4833x^2 + 87.0000x^3; cubic_spline_interpolation
28860 <= x < 28890; y962 = -0.0000 + 0.0167x + -0.4750x^2 + 67.0000x^3; cubic_spline_interpolation
28890 <= x < 28920; y963 = -0.0005 + 0.0142x + 0.5583x^2 + 67.0000x^3; cubic_spline_interpolation
28920 <= x < 28950; y964 = 0.0004 + -0.0275x + -0.1000x^2 + 84.0000x^3; cubic_spline_interpolation
28950 <= x < 28980; y965 = 0.0001 + 0.0117x + -0.4667x^2 + 68.0000x^3; cubic_spline_interpolation
28980 <= x < 29010; y966 = -0.0003 + 0.0167x + 0.3833x^2 + 66.0000x^3; cubic_spline_interpolation
29010 <= x < 29040; y967 = -0.0001 + -0.0117x + 0.5667x^2 + 84.0000x^3; cubic_spline_interpolation
29040 <= x < 29070; y968 = 0.0004 + -0.0200x + -0.4250x^2 + 88.0000x^3; cubic_spline_interpolation
29070 <= x < 29100; y969 = 0.0000 + 0.0158x + -0.5083x^2 + 68.0000x^3; cubic_spline_interpolation
29100 <= x < 29130; y970 = -0.0005 + 0.0158x + 0.5833x^2 + 67.0000x^3; cubic_spline_interpolation
29130 <= x < 29160; y971 = 0.0005 + -0.0300x + -0.1500x^2 + 85.0000x^3; cubic_spline_interpolation
29160 <= x < 29190; y972 = 0.0000 + 0.0150x + -0.4833x^2 + 67.0000x^3; cubic_spline_interpolation
29190 <= x < 29220; y973 = -0.0005 + 0.0183x + 0.5917x^2 + 67.0000x^3; cubic_spline_interpolation
29220 <= x < 29250; y974 = 0.0003 + -0.0225x + 0.2167x^2 + 89.0000x^3; cubic_spline_interpolation
29250 <= x < 29280; y975 = -0.0003 + 0.0067x + 0.1500x^2 + 84.0000x^3; cubic_spline_interpolation
29280 <= x < 29310; y976 = 0.0004 + -0.0183x + -0.4083x^2 + 87.0000x^3; cubic_spline_interpolation
29310 <= x < 29340; y977 = -0.0001 + 0.0142x + -0.3833x^2 + 68.0000x^3; cubic_spline_interpolation
29340 <= x < 29370; y978 = -0.0001 + 0.0033x + 0.0167x^2 + 66.0000x^3; cubic_spline_interpolation
29370 <= x < 29400; y979 = 0.0002 + -0.0017x + -0.1250x^2 + 68.0000x^3; cubic_spline_interpolation
29400 <= x < 29430; y980 = -0.0005 + 0.0158x + 0.6417x^2 + 68.0000x^3; cubic_spline_interpolation
29430 <= x < 29460; y981 = 0.0005 + -0.0325x + -0.1833x^2 + 87.0000x^3; cubic_spline_interpolation
29460 <= x < 29490; y982 = 0.0000 + 0.0167x + -0.5000x^2 + 67.0000x^3; cubic_spline_interpolation
29490 <= x < 29520; y983 = -0.0005 + 0.0167x + 0.6583x^2 + 67.0000x^3; cubic_spline_interpolation
29520 <= x < 29550; y984 = 0.0005 + -0.0325x + -0.1167x^2 + 87.0000x^3; cubic_spline_interpolation
29550 <= x < 29580; y985 = -0.0001 + 0.0133x + -0.4167x^2 + 68.0000x^3; cubic_spline_interpolation
29580 <= x < 29610; y986 = -0.0001 + 0.0050x + 0.0583x^2 + 65.0000x^3; cubic_spline_interpolation
29610 <= x < 29640; y987 = 0.0003 + -0.0058x + -0.2167x^2 + 68.0000x^3; cubic_spline_interpolation
29640 <= x < 29670; y988 = -0.0004 + 0.0200x + 0.4417x^2 + 64.0000x^3; cubic_spline_interpolation
29670 <= x < 29700; y989 = 0.0002 + -0.0175x + 0.2833x^2 + 84.0000x^3; cubic_spline_interpolation
29700 <= x < 29730; y990 = -0.0001 + 0.0033x + 0.1000x^2 + 83.0000x^3; cubic_spline_interpolation
29730 <= x < 29760; y991 = 0.0002 + -0.0067x + -0.1250x^2 + 86.0000x^3; cubic_spline_interpolation
29760 <= x < 29790; y992 = -0.0002 + 0.0092x + 0.0833x^2 + 81.0000x^3; cubic_spline_interpolation
29790 <= x < 29820; y993 = 0.0001 + -0.0067x + 0.0667x^2 + 87.0000x^3; cubic_spline_interpolation
29820 <= x < 29850; y994 = -0.0001 + 0.0000x + 0.0500x^2 + 85.0000x^3; cubic_spline_interpolation
29850 <= x < 29880; y995 = 0.0003 + -0.0117x + -0.4583x^2 + 83.0000x^3; cubic_spline_interpolation
29880 <= x < 29910; y996 = -0.0001 + 0.0158x + -0.2750x^2 + 67.0000x^3; cubic_spline_interpolation
29910 <= x < 29940; y997 = -0.0006 + 0.0058x + 0.7000x^2 + 70.0000x^3; cubic_spline_interpolation
29940 <= x < 29970; y998 = 0.0010 + -0.0483x + -1.0167x^2 + 80.0000x^3; cubic_spline_interpolation
29970 <= x < 30000; y999 = 0.0001 + 0.0383x + -1.2750x^2 + 32.0000x^3; cubic_spline_interpolation
30000 <= x < 30030; y1000 = -0.0012 + 0.0442x + 1.4333x^2 + 30.0000x^3; cubic_spline_interpolation
30030 <= x < 30060; y1001 = 0.0010 + -0.0617x + 0.1750x^2 + 81.0000x^3; cubic_spline_interpolation
30060 <= x < 30090; y1002 = -0.0005 + 0.0292x + -0.0583x^2 + 58.0000x^3; cubic_spline_interpolation
30090 <= x < 30120; y1003 = 0.0002 + -0.0125x + 0.1000x^2 + 70.0000x^3; cubic_spline_interpolation
30120 <= x < 30150; y1004 = -0.0001 + 0.0050x + 0.0417x^2 + 67.0000x^3; cubic_spline_interpolation
30150 <= x < 30180; y1005 = 0.0002 + -0.0042x + -0.1333x^2 + 70.0000x^3; cubic_spline_interpolation
30180 <= x < 30210; y1006 = -0.0003 + 0.0150x + 0.3750x^2 + 68.0000x^3; cubic_spline_interpolation
30210 <= x < 30240; y1007 = 0.0001 + -0.0142x + 0.2583x^2 + 84.0000x^3; cubic_spline_interpolation
30240 <= x < 30270; y1008 = 0.0001 + -0.0008x + -0.1000x^2 + 83.0000x^3; cubic_spline_interpolation
30270 <= x < 30300; y1009 = -0.0003 + 0.0050x + 0.2167x^2 + 81.0000x^3; cubic_spline_interpolation
30300 <= x < 30330; y1010 = 0.0006 + -0.0183x + -0.5583x^2 + 85.0000x^3; cubic_spline_interpolation
30330 <= x < 30360; y1011 = -0.0006 + 0.0325x + 0.2667x^2 + 67.0000x^3; cubic_spline_interpolation
30360 <= x < 30390; y1012 = 0.0001 + -0.0217x + 0.3583x^2 + 88.0000x^3; cubic_spline_interpolation
30390 <= x < 30420; y1013 = 0.0003 + -0.0092x + -0.5083x^2 + 83.0000x^3; cubic_spline_interpolation
30420 <= x < 30450; y1014 = -0.0000 + 0.0158x + -0.3333x^2 + 67.0000x^3; cubic_spline_interpolation
30450 <= x < 30480; y1015 = -0.0003 + 0.0117x + 0.5083x^2 + 70.0000x^3; cubic_spline_interpolation
30480 <= x < 30510; y1016 = 0.0003 + -0.0175x + 0.1500x^2 + 87.0000x^3; cubic_spline_interpolation
30510 <= x < 30540; y1017 = -0.0001 + 0.0067x + 0.0417x^2 + 83.0000x^3; cubic_spline_interpolation
30540 <= x < 30570; y1018 = -0.0001 + -0.0042x + 0.2000x^2 + 87.0000x^3; cubic_spline_interpolation
30570 <= x < 30600; y1019 = 0.0005 + -0.0150x + -0.6500x^2 + 86.0000x^3; cubic_spline_interpolation
30600 <= x < 30630; y1020 = -0.0007 + 0.0317x + 0.3000x^2 + 67.0000x^3; cubic_spline_interpolation
30630 <= x < 30660; y1021 = 0.0005 + -0.0300x + -0.0917x^2 + 86.0000x^3; cubic_spline_interpolation
30660 <= x < 30690; y1022 = -0.0001 + 0.0125x + -0.3583x^2 + 69.0000x^3; cubic_spline_interpolation
30690 <= x < 30720; y1023 = 0.0001 + 0.0042x + -0.1083x^2 + 67.0000x^3; cubic_spline_interpolation
30720 <= x < 30750; y1024 = -0.0005 + 0.0125x + 0.6417x^2 + 70.0000x^3; cubic_spline_interpolation
30750 <= x < 30780; y1025 = 0.0006 + -0.0292x + -0.2583x^2 + 88.0000x^3; cubic_spline_interpolation
30780 <= x < 30810; y1026 = -0.0006 + 0.0275x + 0.2583x^2 + 71.0000x^3; cubic_spline_interpolation
30810 <= x < 30840; y1027 = 0.0004 + -0.0275x + -0.1083x^2 + 87.0000x^3; cubic_spline_interpolation
30840 <= x < 30870; y1028 = 0.0000 + 0.0092x + -0.4917x^2 + 70.0000x^3; cubic_spline_interpolation
30870 <= x < 30900; y1029 = -0.0000 + 0.0108x + -0.0667x^2 + 64.0000x^3; cubic_spline_interpolation
30900 <= x < 30930; y1030 = -0.0003 + 0.0083x + 0.5750x^2 + 71.0000x^3; cubic_spline_interpolation
30930 <= x < 30960; y1031 = 0.0000 + -0.0175x + 0.3667x^2 + 88.0000x^3; cubic_spline_interpolation
30960 <= x < 30990; y1032 = 0.0004 + -0.0150x + -0.6833x^2 + 84.0000x^3; cubic_spline_interpolation
30990 <= x < 31020; y1033 = -0.0004 + 0.0250x + -0.1417x^2 + 62.0000x^3; cubic_spline_interpolation
31020 <= x < 31050; y1034 = 0.0003 + -0.0092x + -0.1083x^2 + 70.0000x^3; cubic_spline_interpolation
31050 <= x < 31080; y1035 = -0.0006 + 0.0192x + 0.6000x^2 + 67.0000x^3; cubic_spline_interpolation
31080 <= x < 31110; y1036 = 0.0007 + -0.0317x + -0.2833x^2 + 87.0000x^3; cubic_spline_interpolation
31110 <= x < 31140; y1037 = -0.0005 + 0.0317x + 0.2083x^2 + 69.0000x^3; cubic_spline_interpolation
31140 <= x < 31170; y1038 = 0.0000 + -0.0175x + 0.4583x^2 + 89.0000x^3; cubic_spline_interpolation
31170 <= x < 31200; y1039 = 0.0003 + -0.0142x + -0.4333x^2 + 88.0000x^3; cubic_spline_interpolation
31200 <= x < 31230; y1040 = 0.0001 + 0.0117x + -0.5750x^2 + 70.0000x^3; cubic_spline_interpolation
31230 <= x < 31260; y1041 = -0.0006 + 0.0208x + 0.6417x^2 + 66.0000x^3; cubic_spline_interpolation
31260 <= x < 31290; y1042 = 0.0008 + -0.0358x + -0.3917x^2 + 87.0000x^3; cubic_spline_interpolation
31290 <= x < 31320; y1043 = -0.0006 + 0.0375x + 0.2250x^2 + 65.0000x^3; cubic_spline_interpolation
31320 <= x < 31350; y1044 = 0.0002 + -0.0208x + 0.4000x^2 + 88.0000x^3; cubic_spline_interpolation
31350 <= x < 31380; y1045 = 0.0002 + -0.0050x + -0.2917x^2 + 86.0000x^3; cubic_spline_interpolation
31380 <= x < 31410; y1046 = -0.0002 + 0.0125x + 0.0083x^2 + 78.0000x^3; cubic_spline_interpolation
31410 <= x < 31440; y1047 = -0.0002 + -0.0025x + 0.3750x^2 + 85.0000x^3; cubic_spline_interpolation
31440 <= x < 31470; y1048 = 0.0005 + -0.0192x + -0.5500x^2 + 89.0000x^3; cubic_spline_interpolation
31470 <= x < 31500; y1049 = -0.0005 + 0.0300x + 0.1167x^2 + 70.0000x^3; cubic_spline_interpolation
31500 <= x < 31530; y1050 = 0.0002 + -0.0150x + 0.2500x^2 + 87.0000x^3; cubic_spline_interpolation
31530 <= x < 31560; y1051 = -0.0000 + 0.0017x + 0.0250x^2 + 86.0000x^3; cubic_spline_interpolation
31560 <= x < 31590; y1052 = -0.0001 + -0.0025x + 0.1000x^2 + 87.0000x^3; cubic_spline_interpolation
31590 <= x < 31620; y1053 = 0.0003 + -0.0117x + -0.4333x^2 + 85.0000x^3; cubic_spline_interpolation
31620 <= x < 31650; y1054 = 0.0000 + 0.0133x + -0.4250x^2 + 69.0000x^3; cubic_spline_interpolation
31650 <= x < 31680; y1055 = -0.0006 + 0.0158x + 0.6583x^2 + 69.0000x^3; cubic_spline_interpolation
31680 <= x < 31710; y1056 = 0.0008 + -0.0342x + -0.3917x^2 + 88.0000x^3; cubic_spline_interpolation
31710 <= x < 31740; y1057 = -0.0005 + 0.0342x + 0.1000x^2 + 66.0000x^3; cubic_spline_interpolation
31740 <= x < 31770; y1058 = -0.0000 + -0.0150x + 0.5000x^2 + 85.0000x^3; cubic_spline_interpolation
31770 <= x < 31800; y1059 = 0.0004 + -0.0167x + -0.4583x^2 + 86.0000x^3; cubic_spline_interpolation
31800 <= x < 31830; y1060 = 0.0000 + 0.0158x + -0.4750x^2 + 67.0000x^3; cubic_spline_interpolation
31830 <= x < 31860; y1061 = -0.0005 + 0.0158x + 0.6083x^2 + 67.0000x^3; cubic_spline_interpolation
31860 <= x < 31890; y1062 = 0.0006 + -0.0292x + -0.2167x^2 + 86.0000x^3; cubic_spline_interpolation
31890 <= x < 31920; y1063 = -0.0005 + 0.0267x + 0.1417x^2 + 70.0000x^3; cubic_spline_interpolation
31920 <= x < 31950; y1064 = 0.0002 + -0.0142x + 0.2333x^2 + 86.0000x^3; cubic_spline_interpolation
31950 <= x < 31980; y1065 = -0.0000 + 0.0017x + 0.0083x^2 + 85.0000x^3; cubic_spline_interpolation
31980 <= x < 32010; y1066 = -0.0001 + -0.0008x + 0.1583x^2 + 86.0000x^3; cubic_spline_interpolation
32010 <= x < 32040; y1067 = 0.0003 + -0.0142x + -0.4333x^2 + 86.0000x^3; cubic_spline_interpolation
32040 <= x < 32070; y1068 = -0.0002 + 0.0150x + -0.2500x^2 + 69.0000x^3; cubic_spline_interpolation
32070 <= x < 32100; y1069 = 0.0000 + -0.0017x + 0.0083x^2 + 70.0000x^3; cubic_spline_interpolation
32100 <= x < 32130; y1070 = 0.0001 + -0.0008x + -0.1167x^2 + 69.0000x^3; cubic_spline_interpolation
32130 <= x < 32160; y1071 = 0.0000 + 0.0067x + 0.0000x^2 + 67.0000x^3; cubic_spline_interpolation
32160 <= x < 32190; y1072 = -0.0003 + 0.0067x + 0.5000x^2 + 73.0000x^3; cubic_spline_interpolation
32190 <= x < 32220; y1073 = 0.0001 + -0.0167x + 0.1917x^2 + 87.0000x^3; cubic_spline_interpolation
32220 <= x < 32250; y1074 = 0.0002 + -0.0058x + -0.4500x^2 + 81.0000x^3; cubic_spline_interpolation
32250 <= x < 32280; y1075 = -0.0002 + 0.0133x + -0.1000x^2 + 68.0000x^3; cubic_spline_interpolation
32280 <= x < 32310; y1076 = -0.0002 + -0.0067x + 0.1750x^2 + 71.0000x^3; cubic_spline_interpolation
32310 <= x < 32340; y1077 = 0.0005 + -0.0208x + -0.8000x^2 + 66.0000x^3; cubic_spline_interpolation
32340 <= x < 32370; y1078 = 0.0002 + 0.0217x + -0.9833x^2 + 36.0000x^3; cubic_spline_interpolation
32370 <= x < 32400; y1079 = -0.0008 + 0.0417x + 1.0417x^2 + 32.0000x^3; cubic_spline_interpolation
32400 <= x < 32430; y1080 = 0.0003 + -0.0342x + 0.9500x^2 + 78.0000x^3; cubic_spline_interpolation
32430 <= x < 32460; y1081 = 0.0003 + -0.0100x + -0.1750x^2 + 83.0000x^3; cubic_spline_interpolation
32460 <= x < 32490; y1082 = -0.0004 + 0.0142x + 0.2583x^2 + 76.0000x^3; cubic_spline_interpolation
32490 <= x < 32520; y1083 = 0.0005 + -0.0208x + -0.3000x^2 + 86.0000x^3; cubic_spline_interpolation
32520 <= x < 32550; y1084 = -0.0005 + 0.0217x + 0.1667x^2 + 71.0000x^3; cubic_spline_interpolation
32550 <= x < 32580; y1085 = 0.0006 + -0.0233x + -0.4000x^2 + 82.0000x^3; cubic_spline_interpolation
32580 <= x < 32610; y1086 = -0.0007 + 0.0300x + 0.3500x^2 + 65.0000x^3; cubic_spline_interpolation
32610 <= x < 32640; y1087 = 0.0005 + -0.0317x + -0.1750x^2 + 84.0000x^3; cubic_spline_interpolation
32640 <= x < 32670; y1088 = -0.0001 + 0.0175x + -0.3333x^2 + 65.0000x^3; cubic_spline_interpolation
32670 <= x < 32700; y1089 = -0.0000 + 0.0050x + 0.1250x^2 + 67.0000x^3; cubic_spline_interpolation
32700 <= x < 32730; y1090 = -0.0002 + 0.0042x + 0.4833x^2 + 75.0000x^3; cubic_spline_interpolation
32730 <= x < 32760; y1091 = 0.0002 + -0.0133x + 0.1500x^2 + 88.0000x^3; cubic_spline_interpolation
32760 <= x < 32790; y1092 = -0.0002 + 0.0017x + 0.0833x^2 + 85.0000x^3; cubic_spline_interpolation
32790 <= x < 32820; y1093 = 0.0003 + -0.0150x + -0.4917x^2 + 84.0000x^3; cubic_spline_interpolation
32820 <= x < 32850; y1094 = 0.0000 + 0.0158x + -0.4833x^2 + 65.0000x^3; cubic_spline_interpolation
32850 <= x < 32880; y1095 = -0.0004 + 0.0167x + 0.5000x^2 + 65.0000x^3; cubic_spline_interpolation
32880 <= x < 32910; y1096 = 0.0002 + -0.0167x + 0.3333x^2 + 85.0000x^3; cubic_spline_interpolation
32910 <= x < 32940; y1097 = 0.0000 + 0.0000x + -0.0167x^2 + 85.0000x^3; cubic_spline_interpolation
32940 <= x < 32970; y1098 = -0.0002 + 0.0017x + 0.2333x^2 + 85.0000x^3; cubic_spline_interpolation
32970 <= x < 33000; y1099 = 0.0004 + -0.0200x + -0.5333x^2 + 87.0000x^3; cubic_spline_interpolation
33000 <= x < 33030; y1100 = -0.0001 + 0.0200x + -0.4583x^2 + 65.0000x^3; cubic_spline_interpolation
33030 <= x < 33060; y1101 = -0.0003 + 0.0125x + 0.4833x^2 + 67.0000x^3; cubic_spline_interpolation
33060 <= x < 33090; y1102 = 0.0001 + -0.0167x + 0.3417x^2 + 84.0000x^3; cubic_spline_interpolation
33090 <= x < 33120; y1103 = 0.0003 + -0.0108x + -0.4667x^2 + 81.0000x^3; cubic_spline_interpolation
33120 <= x < 33150; y1104 = -0.0000 + 0.0150x + -0.3667x^2 + 65.0000x^3; cubic_spline_interpolation
33150 <= x < 33180; y1105 = -0.0003 + 0.0133x + 0.4833x^2 + 67.0000x^3; cubic_spline_interpolation
33180 <= x < 33210; y1106 = 0.0002 + -0.0150x + 0.2750x^2 + 85.0000x^3; cubic_spline_interpolation
33210 <= x < 33240; y1107 = -0.0001 + 0.0025x + 0.1333x^2 + 85.0000x^3; cubic_spline_interpolation
33240 <= x < 33270; y1108 = 0.0002 + -0.0083x + -0.1833x^2 + 88.0000x^3; cubic_spline_interpolation
33270 <= x < 33300; y1109 = -0.0004 + 0.0117x + 0.2333x^2 + 81.0000x^3; cubic_spline_interpolation
33300 <= x < 33330; y1110 = 0.0006 + -0.0233x + -0.5583x^2 + 88.0000x^3; cubic_spline_interpolation
33330 <= x < 33360; y1111 = -0.0007 + 0.0325x + 0.2417x^2 + 67.0000x^3; cubic_spline_interpolation
33360 <= x < 33390; y1112 = 0.0006 + -0.0292x + -0.2667x^2 + 85.0000x^3; cubic_spline_interpolation
33390 <= x < 33420; y1113 = -0.0006 + 0.0283x + 0.3000x^2 + 68.0000x^3; cubic_spline_interpolation
33420 <= x < 33450; y1114 = 0.0007 + -0.0300x + -0.3667x^2 + 85.0000x^3; cubic_spline_interpolation
33450 <= x < 33480; y1115 = -0.0006 + 0.0333x + 0.2083x^2 + 66.0000x^3; cubic_spline_interpolation
33480 <= x < 33510; y1116 = 0.0000 + -0.0175x + 0.5250x^2 + 87.0000x^3; cubic_spline_interpolation
33510 <= x < 33540; y1117 = 0.0005 + -0.0175x + -0.6417x^2 + 87.0000x^3; cubic_spline_interpolation
33540 <= x < 33570; y1118 = -0.0006 + 0.0292x + 0.1250x^2 + 66.0000x^3; cubic_spline_interpolation
33570 <= x < 33600; y1119 = 0.0006 + -0.0242x + -0.3167x^2 + 80.0000x^3; cubic_spline_interpolation
33600 <= x < 33630; y1120 = -0.0006 + 0.0300x + 0.3000x^2 + 65.0000x^3; cubic_spline_interpolation
33630 <= x < 33660; y1121 = 0.0001 + -0.0200x + 0.3917x^2 + 86.0000x^3; cubic_spline_interpolation
33660 <= x < 33690; y1122 = 0.0004 + -0.0092x + -0.5333x^2 + 83.0000x^3; cubic_spline_interpolation
33690 <= x < 33720; y1123 = -0.0005 + 0.0250x + 0.2083x^2 + 69.0000x^3; cubic_spline_interpolation
33720 <= x < 33750; y1124 = 0.0003 + -0.0175x + 0.1000x^2 + 85.0000x^3; cubic_spline_interpolation
33750 <= x < 33780; y1125 = -0.0002 + 0.0083x + 0.0833x^2 + 80.0000x^3; cubic_spline_interpolation
33780 <= x < 33810; y1126 = 0.0000 + -0.0083x + 0.0833x^2 + 85.0000x^3; cubic_spline_interpolation
33810 <= x < 33840; y1127 = 0.0003 + -0.0083x + -0.4917x^2 + 80.0000x^3; cubic_spline_interpolation
33840 <= x < 33870; y1128 = -0.0001 + 0.0158x + -0.2833x^2 + 65.0000x^3; cubic_spline_interpolation
33870 <= x < 33900; y1129 = -0.0003 + 0.0100x + 0.5083x^2 + 69.0000x^3; cubic_spline_interpolation
33900 <= x < 33930; y1130 = 0.0001 + -0.0175x + 0.2667x^2 + 85.0000x^3; cubic_spline_interpolation
33930 <= x < 33960; y1131 = 0.0003 + -0.0083x + -0.5000x^2 + 80.0000x^3; cubic_spline_interpolation
33960 <= x < 33990; y1132 = -0.0001 + 0.0167x + -0.2500x^2 + 65.0000x^3; cubic_spline_interpolation
33990 <= x < 34020; y1133 = -0.0004 + 0.0083x + 0.5750x^2 + 70.0000x^3; cubic_spline_interpolation
34020 <= x < 34050; y1134 = 0.0005 + -0.0242x + -0.2250x^2 + 85.0000x^3; cubic_spline_interpolation
34050 <= x < 34080; y1135 = -0.0005 + 0.0242x + 0.1833x^2 + 71.0000x^3; cubic_spline_interpolation
34080 <= x < 34110; y1136 = 0.0002 + -0.0167x + 0.1167x^2 + 86.0000x^3; cubic_spline_interpolation
34110 <= x < 34140; y1137 = -0.0001 + 0.0050x + -0.0250x^2 + 81.0000x^3; cubic_spline_interpolation
34140 <= x < 34170; y1138 = 0.0002 + -0.0042x + -0.1500x^2 + 82.0000x^3; cubic_spline_interpolation
34170 <= x < 34200; y1139 = -0.0002 + 0.0100x + 0.1750x^2 + 78.0000x^3; cubic_spline_interpolation
34200 <= x < 34230; y1140 = 0.0002 + -0.0108x + -0.0083x^2 + 86.0000x^3; cubic_spline_interpolation
34230 <= x < 34260; y1141 = -0.0003 + 0.0058x + 0.1333x^2 + 81.0000x^3; cubic_spline_interpolation
34260 <= x < 34290; y1142 = 0.0006 + -0.0183x + -0.6500x^2 + 83.0000x^3; cubic_spline_interpolation
34290 <= x < 34320; y1143 = -0.0008 + 0.0350x + 0.3917x^2 + 63.0000x^3; cubic_spline_interpolation
34320 <= x < 34350; y1144 = 0.0007 + -0.0358x + -0.3000x^2 + 85.0000x^3; cubic_spline_interpolation
34350 <= x < 34380; y1145 = -0.0007 + 0.0317x + 0.2083x^2 + 64.0000x^3; cubic_spline_interpolation
34380 <= x < 34410; y1146 = 0.0007 + -0.0275x + -0.3000x^2 + 81.0000x^3; cubic_spline_interpolation
34410 <= x < 34440; y1147 = -0.0008 + 0.0317x + 0.4667x^2 + 65.0000x^3; cubic_spline_interpolation
34440 <= x < 34470; y1148 = 0.0008 + -0.0367x + -0.3500x^2 + 87.0000x^3; cubic_spline_interpolation
34470 <= x < 34500; y1149 = -0.0007 + 0.0350x + 0.2917x^2 + 65.0000x^3; cubic_spline_interpolation
34500 <= x < 34530; y1150 = 0.0007 + -0.0325x + -0.2833x^2 + 85.0000x^3; cubic_spline_interpolation
34530 <= x < 34560; y1151 = -0.0005 + 0.0300x + 0.1500x^2 + 66.0000x^3; cubic_spline_interpolation
34560 <= x < 34590; y1152 = 0.0003 + -0.0183x + 0.1083x^2 + 83.0000x^3; cubic_spline_interpolation
34590 <= x < 34620; y1153 = -0.0001 + 0.0092x + 0.0500x^2 + 78.0000x^3; cubic_spline_interpolation
34620 <= x < 34650; y1154 = -0.0002 + -0.0033x + 0.3250x^2 + 84.0000x^3; cubic_spline_interpolation
34650 <= x < 34680; y1155 = 0.0006 + -0.0192x + -0.6750x^2 + 86.0000x^3; cubic_spline_interpolation
